Altitude,Temperature,N2,O2,O,He,Ar,N,H
701000,960.7,829.7,4.949,676900.0,2207000.0,0.001507,90450.0,3659.0
702000,960.7,806.9,4.793,666200.0,2199000.0,0.001448,90360.0,3608.0
703000,960.7,784.7,4.643,655600.0,2190000.0,0.001391,90270.0,3558.0
704000,960.7,763.1,4.497,645300.0,2181000.0,0.0013369999999999999,90180.0,3509.0
705000,960.7,742.1,4.356,635100.0,2172000.0,0.001284,90090.0,3460.0
706000,960.7,721.7,4.218999999999999,625000.0,2164000.0,0.001234,90000.0,3412.0
707000,960.7,701.9,4.087,615100.0,2155000.0,0.001186,89910.0,3365.0
708000,960.7,682.6,3.9589999999999996,605400.0,2147000.0,0.00114,89820.0,3319.0
709000,960.7,663.8,3.835,595900.0,2138000.0,0.0010949999999999998,89730.0,3273.0
710000,960.7,645.6,3.715,586400.0,2130000.0,0.001053,89640.0,3228.0
711000,960.7,627.9,3.5980000000000003,577200.0,2121000.0,0.0010119999999999999,89550.0,3183.0
712000,960.7,610.6,3.486,568100.0,2113000.0,0.0009722000000000001,89460.0,3139.0
713000,960.7,593.9,3.377,559100.0,2104000.0,0.0009343,89370.0,3096.0
714000,960.7,577.6,3.2710000000000004,550300.0,2096000.0,0.0008978999999999998,89280.0,3053.0
715000,960.7,561.7,3.1689999999999996,541600.0,2088000.0,0.0008629,89200.0,3011.0
716000,960.7,546.3,3.07,533100.0,2079000.0,0.0008292999999999999,89110.0,2969.0
717000,960.7,531.4,2.9739999999999998,524700.0,2071000.0,0.000797,89020.0,2928.0
718000,960.7,516.8,2.8810000000000002,516400.0,2063000.0,0.000766,88930.0,2888.0
719000,960.7,502.6,2.7910000000000004,508300.0,2055000.0,0.0007362,88840.0,2848.0
720000,960.7,488.9,2.7030000000000003,500300.0,2047000.0,0.0007076000000000001,88750.0,2809.0
721000,960.7,475.5,2.6189999999999998,492400.0,2039000.0,0.0006799999999999999,88670.0,2770.0
722000,960.7,462.5,2.537,484700.0,2031000.0,0.0006536000000000001,88580.0,2732.0
723000,960.7,449.8,2.458,477000.0,2022000.0,0.0006282,88490.0,2694.0
724000,960.7,437.5,2.381,469500.0,2014000.0,0.0006037999999999999,88400.0,2657.0
725000,960.7,425.5,2.307,462200.0,2007000.0,0.0005803,88320.0,2620.0
726000,960.7,413.9,2.235,454900.0,1999000.0,0.0005577999999999999,88230.0,2584.0
727000,960.7,402.6,2.165,447700.0,1991000.0,0.0005361000000000001,88140.0,2549.0
728000,960.7,391.6,2.0980000000000003,440700.0,1983000.0,0.0005153,88050.0,2514.0
729000,960.7,380.9,2.032,433800.0,1975000.0,0.0004953000000000001,87970.0,2479.0
730000,960.7,370.5,1.969,427000.0,1967000.0,0.0004761,87880.0,2445.0
731000,960.7,360.4,1.9080000000000001,420300.0,1959000.0,0.0004577,87790.0,2411.0
732000,960.7,350.5,1.848,413700.0,1952000.0,0.0004399,87710.0,2378.0
733000,960.7,341.0,1.791,407200.0,1944000.0,0.00042290000000000003,87620.0,2346.0
734000,960.7,331.7,1.735,400800.0,1936000.0,0.0004065,87530.0,2313.0
735000,960.7,322.6,1.681,394500.0,1929000.0,0.0003907,87450.0,2282.0
736000,960.7,313.8,1.629,388300.0,1921000.0,0.0003756,87360.0,2250.0
737000,960.7,305.3,1.578,382300.0,1914000.0,0.0003611,87270.0,2219.0
738000,960.7,296.9,1.5290000000000001,376300.0,1906000.0,0.00034710000000000003,87190.0,2189.0
739000,960.7,288.9,1.482,370400.0,1898000.0,0.0003337,87100.0,2159.0
740000,960.7,281.0,1.436,364600.0,1891000.0,0.0003208,87020.0,2129.0
741000,960.7,273.3,1.391,358900.0,1884000.0,0.0003083,86930.0,2100.0
742000,960.7,265.9,1.348,353300.0,1876000.0,0.0002964,86840.0,2071.0
743000,960.7,258.7,1.306,347700.0,1869000.0,0.000285,86760.0,2043.0
744000,960.7,251.6,1.265,342300.0,1861000.0,0.00027400000000000005,86670.0,2015.0
745000,960.7,244.8,1.226,336900.0,1854000.0,0.0002634,86590.0,1987.0
746000,960.7,238.1,1.188,331700.0,1847000.0,0.00025320000000000003,86500.0,1960.0
747000,960.7,231.6,1.151,326500.0,1840000.0,0.0002434,86420.0,1933.0
748000,960.7,225.3,1.1159999999999999,321400.0,1832000.0,0.000234,86330.0,1907.0
749000,960.7,219.2,1.081,316400.0,1825000.0,0.000225,86250.0,1881.0
750000,960.7,213.3,1.048,311400.0,1818000.0,0.00021630000000000005,86160.0,1855.0
751000,960.7,207.5,1.015,306600.0,1811000.0,0.00020800000000000001,86080.0,1830.0
752000,960.7,201.8,0.9837,301800.0,1804000.0,0.0002,85990.0,1805.0
753000,960.7,196.4,0.9532,297100.0,1797000.0,0.0001923,85910.0,1780.0
754000,960.7,191.0,0.9237,292400.0,1790000.0,0.00018480000000000002,85830.0,1756.0
755000,960.7,185.9,0.8951,287900.0,1783000.0,0.00017769999999999998,85740.0,1732.0
756000,960.7,180.8,0.8675,283400.0,1776000.0,0.0001709,85660.0,1708.0
757000,960.7,175.9,0.8406,279000.0,1769000.0,0.0001643,85570.0,1685.0
758000,960.7,171.1,0.8146,274600.0,1762000.0,0.00015800000000000002,85490.0,1662.0
759000,960.7,166.5,0.7895,270400.0,1755000.0,0.0001519,85410.0,1639.0
760000,960.7,162.0,0.7651,266100.0,1748000.0,0.00014609999999999995,85320.0,1617.0
761000,960.7,157.6,0.7414,262000.0,1741000.0,0.00014040000000000002,85240.0,1595.0
762000,960.7,153.3,0.7186,257900.0,1734000.0,0.000135,85150.0,1573.0
763000,960.7,149.2,0.6964,253900.0,1727000.0,0.0001298,85070.0,1552.0
764000,960.7,145.2,0.6749,250000.0,1721000.0,0.0001249,84990.0,1530.0
765000,960.7,141.2,0.6541,246100.0,1714000.0,0.00012009999999999998,84900.0,1510.0
766000,960.7,137.4,0.6339,242300.0,1707000.0,0.00011540000000000001,84820.0,1489.0
767000,960.7,133.7,0.6143,238500.0,1701000.0,0.00011100000000000001,84740.0,1469.0
768000,960.7,130.1,0.5954,234800.0,1694000.0,0.00010680000000000001,84660.0,1449.0
769000,960.7,126.6,0.5770000000000001,231100.0,1687000.0,0.00010270000000000004,84570.0,1429.0
770000,960.7,123.2,0.5593,227500.0,1681000.0,9.872e-05,84490.0,1410.0
771000,960.7,119.8,0.542,224000.0,1674000.0,9.493e-05,84410.0,1390.0
772000,960.7,116.6,0.5253,220500.0,1668000.0,9.129e-05,84320.0,1372.0
773000,960.7,113.4,0.5092,217100.0,1661000.0,8.779e-05,84240.0,1353.0
774000,960.7,110.4,0.4935,213800.0,1655000.0,8.443e-05,84160.0,1335.0
775000,960.7,107.4,0.4783,210400.0,1648000.0,8.119e-05,84080.0,1316.0
776000,960.7,104.5,0.4636,207200.0,1642000.0,7.808e-05,84000.0,1299.0
777000,960.7,101.7,0.4493,204000.0,1635000.0,7.509e-05,83910.0,1281.0
778000,960.7,98.95,0.4355,200800.0,1629000.0,7.222e-05,83830.0,1264.0
779000,960.7,96.28,0.4221,197700.0,1623000.0,6.945e-05,83750.0,1246.0
780000,960.7,93.69,0.4092,194600.0,1616000.0,6.68e-05,83670.0,1230.0
781000,960.7,91.17,0.3966,191600.0,1610000.0,6.424e-05,83590.0,1213.0
782000,960.7,88.71,0.3844,188700.0,1604000.0,6.179e-05,83510.0,1196.0
783000,960.7,86.32,0.3726,185700.0,1598000.0,5.942e-05,83420.0,1180.0
784000,960.7,84.0,0.3612,182900.0,1591000.0,5.715e-05,83340.0,1164.0
785000,960.7,81.74,0.3501,180000.0,1585000.0,5.497e-05,83260.0,1148.0
786000,960.7,79.54,0.3394,177300.0,1579000.0,5.287e-05,83180.0,1133.0
787000,960.7,77.4,0.32899999999999996,174500.0,1573000.0,5.085e-05,83100.0,1118.0
788000,960.7,75.32,0.3189,171800.0,1567000.0,4.891e-05,83020.0,1102.0
789000,960.7,73.3,0.3091,169200.0,1561000.0,4.704e-05,82940.0,1088.0
790000,960.7,71.33,0.2996,166600.0,1555000.0,4.525e-05,82860.0,1073.0
791000,960.7,69.41,0.2904,164000.0,1549000.0,4.352e-05,82780.0,1058.0
792000,960.7,67.55,0.2816,161500.0,1543000.0,4.186e-05,82700.0,1044.0
793000,960.7,65.74,0.2729,159000.0,1537000.0,4.027e-05,82620.0,1030.0
794000,960.7,63.97,0.2646,156500.0,1531000.0,3.873e-05,82540.0,1016.0
795000,960.7,62.26,0.2565,154100.0,1525000.0,3.726e-05,82460.0,1002.0
796000,960.7,60.59,0.2486,151700.0,1519000.0,3.584e-05,82380.0,988.7
797000,960.7,58.96,0.24100000000000002,149400.0,1513000.0,3.447e-05,82300.0,975.4
798000,960.7,57.38,0.2337,147100.0,1507000.0,3.316e-05,82220.0,962.2
799000,960.7,55.85,0.2265,144800.0,1501000.0,3.19e-05,82140.0,949.3
800000,960.7,54.35,0.2196,142600.0,1495000.0,3.068e-05,82060.0,936.4
801000,960.7,52.89,0.2129,140400.0,1490000.0,2.952e-05,81980.0,923.8
802000,960.7,51.48,0.2064,138200.0,1484000.0,2.839e-05,81900.0,911.4
803000,960.7,50.1,0.2001,136100.0,1478000.0,2.731e-05,81820.0,899.1
804000,960.7,48.76,0.19399999999999998,134000.0,1472000.0,2.628e-05,81740.0,887.0
805000,960.7,47.45,0.1881,131900.0,1467000.0,2.528e-05,81660.0,875.0
806000,960.7,46.18,0.1823,129900.0,1461000.0,2.432e-05,81580.0,863.3
807000,960.7,44.95,0.1768,127900.0,1455000.0,2.339e-05,81500.0,851.6
808000,960.7,43.75,0.1714,126000.0,1450000.0,2.251e-05,81420.0,840.2
809000,960.7,42.58,0.1661,124000.0,1444000.0,2.165e-05,81350.0,828.9
810000,960.7,41.44,0.1611,122100.0,1439000.0,2.083e-05,81270.0,817.7
811000,960.7,40.33,0.1562,120200.0,1433000.0,2.004e-05,81190.0,806.7
812000,960.7,39.26,0.1514,118400.0,1428000.0,1.928e-05,81110.0,795.9
813000,960.7,38.21,0.1468,116600.0,1422000.0,1.855e-05,81030.0,785.2
814000,960.7,37.19,0.1423,114800.0,1417000.0,1.785e-05,80950.0,774.6
815000,960.7,36.2,0.138,113000.0,1411000.0,1.717e-05,80870.0,764.2
816000,960.7,35.23,0.1338,111300.0,1406000.0,1.652e-05,80800.0,754.0
817000,960.7,34.29,0.1297,109600.0,1400000.0,1.589e-05,80720.0,743.9
818000,960.7,33.38,0.1258,107900.0,1395000.0,1.529e-05,80640.0,733.9
819000,960.7,32.49,0.122,106300.0,1389000.0,1.471e-05,80560.0,724.0
820000,960.7,31.62,0.1183,104600.0,1384000.0,1.416e-05,80490.0,714.3
821000,960.7,30.78,0.1147,103000.0,1379000.0,1.362e-05,80410.0,704.7
822000,960.7,29.96,0.1112,101500.0,1373000.0,1.31e-05,80330.0,695.3
823000,960.7,29.16,0.1078,99910.0,1368000.0,1.261e-05,80250.0,686.0
824000,960.7,28.39,0.1045,98380.0,1363000.0,1.213e-05,80180.0,676.8
825000,960.7,27.63,0.1014,96870.0,1358000.0,1.167e-05,80100.0,667.7
826000,960.7,26.9,0.09829,95390.0,1352000.0,1.123e-05,80020.0,658.8
827000,960.7,26.18,0.09531,93940.0,1347000.0,1.081e-05,79940.0,650.0
828000,960.7,25.49,0.09242,92500.0,1342000.0,1.04e-05,79870.0,641.3
829000,960.7,24.81,0.08962,91090.0,1337000.0,1.001e-05,79790.0,632.7
830000,960.7,24.15,0.0869,89700.0,1332000.0,9.63e-06,79710.0,624.2
831000,960.7,23.51,0.08427,88330.0,1327000.0,9.267000000000001e-06,79640.0,615.9
832000,960.7,22.88,0.08171,86980.0,1322000.0,8.918e-06,79560.0,607.6
833000,960.7,22.28,0.07923999999999999,85650.0,1317000.0,8.581e-06,79480.0,599.5
834000,960.7,21.69,0.07683999999999999,84350.0,1311000.0,8.258e-06,79410.0,591.5
835000,960.7,21.11,0.07451,83060.0,1306000.0,7.947e-06,79330.0,583.6
836000,960.7,20.55,0.07226,81790.0,1301000.0,7.647e-06,79260.0,575.8
837000,960.7,20.0,0.07007000000000001,80550.0,1296000.0,7.359e-06,79180.0,568.1
838000,960.7,19.47,0.06796,79320.0,1291000.0,7.082e-06,79100.0,560.6
839000,960.7,18.96,0.0659,78110.0,1287000.0,6.815e-06,79030.0,553.1
840000,960.7,18.46,0.06391000000000001,76920.0,1282000.0,6.5589999999999985e-06,78950.0,545.7
841000,960.7,17.97,0.061979999999999986,75750.0,1277000.0,6.3120000000000016e-06,78880.0,538.4
842000,960.7,17.49,0.060110000000000004,74600.0,1272000.0,6.075e-06,78800.0,531.2
843000,960.7,17.03,0.058289999999999995,73460.0,1267000.0,5.8460000000000004e-06,78730.0,524.2
844000,960.7,16.58,0.05653,72340.0,1262000.0,5.626e-06,78650.0,517.2
845000,960.7,16.14,0.05482000000000002,71240.0,1257000.0,5.415e-06,78580.0,510.3
846000,960.7,15.71,0.05317,70160.0,1252000.0,5.2110000000000014e-06,78500.0,503.5
847000,960.7,15.3,0.051570000000000005,69090.0,1248000.0,5.016e-06,78420.0,496.8
848000,960.7,14.89,0.05001,68050.0,1243000.0,4.827e-06,78350.0,490.2
849000,960.7,14.5,0.0485,67010.0,1238000.0,4.646e-06,78270.0,483.7
850000,960.7,14.12,0.04704,65990.0,1233000.0,4.472e-06,78200.0,477.2
851000,960.7,13.74,0.04562,64990.0,1229000.0,4.304e-06,78130.0,470.9
852000,960.7,13.38,0.04425,64010.0,1224000.0,4.1419999999999995e-06,78050.0,464.6
853000,960.7,13.03,0.04292,63030.0,1219000.0,3.987e-06,77980.0,458.5
854000,960.7,12.68,0.04162,62080.0,1215000.0,3.838e-06,77900.0,452.4
855000,960.7,12.35,0.040369999999999996,61140.0,1210000.0,3.6939999999999997e-06,77830.0,446.4
856000,960.7,12.02,0.03916,60210.0,1205000.0,3.555e-06,77750.0,440.4
857000,960.7,11.7,0.03798,59300.0,1201000.0,3.422e-06,77680.0,434.6
858000,960.7,11.4,0.03684,58400.0,1196000.0,3.2939999999999997e-06,77600.0,428.8
859000,960.7,11.1,0.03573,57510.0,1192000.0,3.1710000000000002e-06,77530.0,423.1
860000,960.7,10.8,0.03465,56640.0,1187000.0,3.0519999999999997e-06,77460.0,417.5
861000,960.7,10.52,0.03361,55790.0,1183000.0,2.938e-06,77380.0,412.0
862000,960.7,10.24,0.0326,54940.0,1178000.0,2.8280000000000007e-06,77310.0,406.5
863000,960.7,9.972000000000001,0.03162,54110.0,1174000.0,2.722e-06,77240.0,401.1
864000,960.7,9.71,0.03067,53290.0,1169000.0,2.62e-06,77160.0,395.8
865000,960.7,9.454,0.02975,52480.0,1165000.0,2.5219999999999997e-06,77090.0,390.6
866000,960.7,9.205,0.028860000000000007,51690.0,1160000.0,2.4280000000000003e-06,77020.0,385.4
867000,960.7,8.963,0.027989999999999998,50910.0,1156000.0,2.337e-06,76940.0,380.3
868000,960.7,8.727,0.02715,50140.0,1152000.0,2.25e-06,76870.0,375.3
869000,960.7,8.498,0.02634,49380.0,1147000.0,2.166e-06,76800.0,370.3
870000,960.7,8.275,0.02555,48640.0,1143000.0,2.085e-06,76720.0,365.4
871000,960.7,8.057,0.02479,47900.0,1139000.0,2.007e-06,76650.0,360.6
872000,960.7,7.846,0.02404,47180.0,1134000.0,1.932e-06,76580.0,355.8
873000,960.7,7.64,0.02332,46470.0,1130000.0,1.86e-06,76500.0,351.1
874000,960.7,7.439,0.022619999999999998,45770.0,1126000.0,1.7909999999999999e-06,76430.0,346.5
875000,960.7,7.244,0.02195,45080.0,1121000.0,1.7240000000000001e-06,76360.0,341.9
876000,960.7,7.053999999999999,0.02129,44400.0,1117000.0,1.66e-06,76290.0,337.4
877000,960.7,6.869,0.02065,43730.0,1113000.0,1.5980000000000004e-06,76210.0,332.9
878000,960.7,6.689,0.020030000000000003,43070.0,1109000.0,1.539e-06,76140.0,328.5
879000,960.7,6.513,0.01944,42420.0,1104000.0,1.4809999999999999e-06,76070.0,324.2
880000,960.7,6.343,0.01885,41780.0,1100000.0,1.426e-06,76000.0,319.9
881000,960.7,6.176,0.01829,41150.0,1096000.0,1.373e-06,75930.0,315.7
882000,960.7,6.015,0.017740000000000002,40530.0,1092000.0,1.3219999999999998e-06,75850.0,311.5
883000,960.7,5.857,0.01721,39920.0,1088000.0,1.273e-06,75780.0,307.4
884000,960.7,5.704,0.0167,39320.0,1084000.0,1.225e-06,75710.0,303.4
885000,960.7,5.553999999999999,0.0162,38730.0,1080000.0,1.18e-06,75640.0,299.4
886000,960.7,5.409,0.015719999999999998,38150.0,1075000.0,1.136e-06,75570.0,295.4
887000,960.7,5.268,0.01525,37570.0,1071000.0,1.094e-06,75490.0,291.5
888000,960.7,5.13,0.014790000000000001,37010.0,1067000.0,1.053e-06,75420.0,287.7
889000,960.7,4.996,0.01435,36450.0,1063000.0,1.0140000000000002e-06,75350.0,283.9
890000,960.7,4.865,0.013930000000000001,35910.0,1059000.0,9.764e-07,75280.0,280.2
891000,960.7,4.738,0.01351,35370.0,1055000.0,9.401e-07,75210.0,276.5
892000,960.7,4.614,0.01311,34840.0,1051000.0,9.051999999999999e-07,75140.0,272.9
893000,960.7,4.494,0.01272,34310.0,1047000.0,8.717000000000002e-07,75070.0,269.3
894000,960.7,4.376,0.01234,33800.0,1043000.0,8.393000000000002e-07,75000.0,265.7
895000,960.7,4.262,0.01197,33290.0,1040000.0,8.081999999999998e-07,74930.0,262.2
896000,960.7,4.151,0.011609999999999999,32790.0,1036000.0,7.781999999999998e-07,74860.0,258.8
897000,960.7,4.043,0.01127,32300.0,1032000.0,7.494e-07,74780.0,255.4
898000,960.7,3.937,0.01093,31820.0,1028000.0,7.216e-07,74710.0,252.0
899000,960.7,3.835,0.01061,31340.0,1024000.0,6.948999999999999e-07,74640.0,248.7
900000,960.7,3.735,0.01029,30870.0,1020000.0,6.692e-07,74570.0,245.5
901000,960.7,3.637,0.009987000000000001,30410.0,1016000.0,6.444e-07,74500.0,242.3
902000,960.7,3.543,0.00969,29950.0,1012000.0,6.206e-07,74430.0,239.1
903000,960.7,3.45,0.009401999999999999,29500.0,1009000.0,5.976e-07,74360.0,235.9
904000,960.7,3.36,0.009123000000000001,29060.0,1005000.0,5.754999999999999e-07,74290.0,232.9
905000,960.7,3.273,0.008851999999999999,28630.0,1001000.0,5.542e-07,74220.0,229.8
906000,960.7,3.188,0.008589,28200.0,997200.0,5.337e-07,74150.0,226.8
907000,960.7,3.105,0.008334000000000001,27780.0,993500.0,5.14e-07,74080.0,223.8
908000,960.7,3.0239999999999996,0.008087,27360.0,989800.0,4.95e-07,74010.0,220.9
909000,960.7,2.945,0.007847,26950.0,986000.0,4.7670000000000003e-07,73940.0,218.0
910000,960.7,2.8689999999999998,0.007614,26550.0,982300.0,4.591e-07,73870.0,215.1
911000,960.7,2.7939999999999996,0.007389,26150.0,978700.0,4.422e-07,73800.0,212.3
912000,960.7,2.722,0.00717,25760.0,975000.0,4.2579999999999996e-07,73740.0,209.6
913000,960.7,2.6510000000000002,0.006957,25380.0,971300.0,4.101e-07,73670.0,206.8
914000,960.7,2.582,0.006751000000000001,25000.0,967700.0,3.95e-07,73600.0,204.1
915000,960.7,2.515,0.006551,24630.0,964100.0,3.804e-07,73530.0,201.4
916000,960.7,2.45,0.006357,24260.0,960400.0,3.664e-07,73460.0,198.8
917000,960.7,2.386,0.006169,23900.0,956800.0,3.529e-07,73390.0,196.2
918000,960.7,2.324,0.005987,23540.0,953200.0,3.399e-07,73320.0,193.7
919000,960.7,2.2640000000000002,0.005809,23190.0,949700.0,3.2740000000000003e-07,73250.0,191.1
920000,960.7,2.205,0.005638000000000001,22850.0,946100.0,3.153e-07,73180.0,188.6
921000,960.7,2.148,0.005471,22510.0,942600.0,3.037e-07,73110.0,186.2
922000,960.7,2.093,0.005309,22170.0,939100.0,2.925e-07,73050.0,183.7
923000,960.7,2.0380000000000003,0.005152,21840.0,935500.0,2.818e-07,72980.0,181.4
924000,960.7,1.986,0.005,21520.0,932000.0,2.714e-07,72910.0,179.0
925000,960.7,1.9340000000000002,0.004852,21200.0,928500.0,2.614e-07,72840.0,176.7
926000,960.7,1.8840000000000001,0.0047090000000000005,20880.0,925100.0,2.518e-07,72770.0,174.4
927000,960.7,1.835,0.00457,20570.0,921600.0,2.425e-07,72710.0,172.1
928000,960.7,1.788,0.004435000000000001,20260.0,918200.0,2.336e-07,72640.0,169.8
929000,960.7,1.742,0.004304,19960.0,914700.0,2.25e-07,72570.0,167.6
930000,960.7,1.6969999999999998,0.004178,19670.0,911300.0,2.168e-07,72500.0,165.5
931000,960.7,1.653,0.004054,19370.0,907900.0,2.088e-07,72430.0,163.3
932000,960.7,1.61,0.003935,19090.0,904500.0,2.012e-07,72370.0,161.2
933000,960.7,1.568,0.003819,18800.0,901200.0,1.938e-07,72300.0,159.1
934000,960.7,1.528,0.003706,18520.0,897800.0,1.8670000000000002e-07,72230.0,157.0
935000,960.7,1.4880000000000002,0.003597,18250.0,894400.0,1.798e-07,72160.0,155.0
936000,960.7,1.45,0.0034909999999999997,17980.0,891100.0,1.7320000000000002e-07,72100.0,153.0
937000,960.7,1.413,0.0033880000000000004,17710.0,887800.0,1.6690000000000002e-07,72030.0,151.0
938000,960.7,1.376,0.0032890000000000003,17450.0,884500.0,1.6079999999999998e-07,71960.0,149.0
939000,960.7,1.341,0.003192,17190.0,881200.0,1.549e-07,71890.0,147.1
940000,960.7,1.306,0.003098,16940.0,877900.0,1.492e-07,71830.0,145.2
941000,960.7,1.272,0.003007,16690.0,874600.0,1.437e-07,71760.0,143.3
942000,960.7,1.24,0.002919,16440.0,871400.0,1.385e-07,71690.0,141.4
943000,960.7,1.208,0.002833,16190.0,868100.0,1.334e-07,71630.0,139.6
944000,960.7,1.177,0.00275,15950.0,864900.0,1.285e-07,71560.0,137.8
945000,960.7,1.146,0.002669,15720.0,861700.0,1.238e-07,71490.0,136.0
946000,960.7,1.117,0.00259,15490.0,858500.0,1.193e-07,71430.0,134.2
947000,960.7,1.088,0.002514,15260.0,855300.0,1.149e-07,71360.0,132.5
948000,960.7,1.06,0.002441,15030.0,852100.0,1.107e-07,71290.0,130.8
949000,960.7,1.033,0.002369,14810.0,848900.0,1.067e-07,71230.0,129.1
950000,960.7,1.006,0.002299,14590.0,845800.0,1.028e-07,71160.0,127.4
951000,960.7,0.9803,0.002232,14380.0,842600.0,9.902000000000001e-08,71090.0,125.8
952000,960.7,0.9552,0.002167,14160.0,839500.0,9.541e-08,71030.0,124.1
953000,960.7,0.9306,0.0021030000000000003,13950.0,836400.0,9.192999999999999e-08,70960.0,122.5
954000,960.7,0.9067,0.002041,13750.0,833300.0,8.857e-08,70900.0,121.0
955000,960.7,0.8834,0.001982,13540.0,830200.0,8.534e-08,70830.0,119.4
956000,960.7,0.8607,0.001924,13350.0,827100.0,8.222999999999999e-08,70770.0,117.8
957000,960.7,0.8386,0.0018670000000000002,13150.0,824100.0,7.922999999999999e-08,70700.0,116.3
958000,960.7,0.8171,0.001813,12950.0,821000.0,7.634e-08,70630.0,114.8
959000,960.7,0.7962,0.00176,12760.0,818000.0,7.356e-08,70570.0,113.3
960000,960.7,0.7757,0.0017079999999999999,12580.0,814900.0,7.088e-08,70500.0,111.9
961000,960.7,0.7558,0.0016579999999999998,12390.0,811900.0,6.83e-08,70440.0,110.4
962000,960.7,0.7365,0.00161,12210.0,808900.0,6.581e-08,70370.0,109.0
963000,960.7,0.7176,0.0015630000000000002,12030.0,805900.0,6.341e-08,70310.0,107.6
964000,960.7,0.6992,0.001517,11850.0,802900.0,6.11e-08,70240.0,106.2
965000,960.7,0.6813,0.0014730000000000001,11680.0,800000.0,5.888e-08,70180.0,104.8
966000,960.7,0.6639,0.00143,11500.0,797000.0,5.674e-08,70110.0,103.5
967000,960.7,0.6469,0.0013880000000000001,11340.0,794100.0,5.468e-08,70050.0,102.2
968000,960.7,0.6303,0.001347,11170.0,791100.0,5.2690000000000004e-08,69980.0,100.8
969000,960.7,0.6142,0.001308,11000.0,788200.0,5.077e-08,69920.0,99.55
970000,960.7,0.5985,0.0012699999999999999,10840.0,785300.0,4.8929999999999995e-08,69850.0,98.27
971000,960.7,0.5832,0.001233,10680.0,782400.0,4.7149999999999995e-08,69790.0,97.0
972000,960.7,0.5683,0.0011970000000000001,10530.0,779500.0,4.5439999999999995e-08,69720.0,95.76
973000,960.7,0.5537,0.0011619999999999998,10370.0,776600.0,4.379e-08,69660.0,94.52
974000,960.7,0.5396,0.0011279999999999999,10220.0,773800.0,4.22e-08,69590.0,93.31
975000,960.7,0.5258,0.0010949999999999998,10070.0,770900.0,4.067e-08,69530.0,92.11
976000,960.7,0.5124,0.0010630000000000001,9922.0,768100.0,3.9189999999999996e-08,69470.0,90.93
977000,960.7,0.4993,0.001032,9776.0,765200.0,3.777e-08,69400.0,89.76
978000,960.7,0.4866,0.0010019999999999999,9633.0,762400.0,3.64e-08,69340.0,88.6
979000,960.7,0.4741,0.0009731,9492.0,759600.0,3.508e-08,69270.0,87.47
980000,960.7,0.462,0.0009448000000000001,9353.0,756800.0,3.381e-08,69210.0,86.34
981000,960.7,0.4503,0.0009173,9216.0,754000.0,3.258e-08,69150.0,85.24
982000,960.7,0.4388,0.0008906000000000002,9081.0,751200.0,3.14e-08,69080.0,84.14
983000,960.7,0.4276,0.0008647,8948.0,748500.0,3.027e-08,69020.0,83.06
984000,960.7,0.4167,0.0008396000000000001,8817.0,745700.0,2.917e-08,68960.0,82.0
985000,960.7,0.4061,0.0008152000000000001,8687.0,743000.0,2.812e-08,68890.0,80.95
986000,960.7,0.3957,0.0007915,8560.0,740200.0,2.71e-08,68830.0,79.91
987000,960.7,0.3857,0.0007685,8435.0,737500.0,2.612e-08,68770.0,78.89
988000,960.7,0.3759,0.0007462,8312.0,734800.0,2.517e-08,68700.0,77.87
989000,960.7,0.3663,0.0007245,8190.0,732100.0,2.426e-08,68640.0,76.88
990000,960.7,0.35700000000000004,0.0007035,8070.0,729400.0,2.339e-08,68580.0,75.89
991000,960.7,0.3479,0.0006831000000000001,7953.0,726700.0,2.254e-08,68510.0,74.92
992000,960.7,0.33899999999999997,0.0006632999999999999,7836.0,724100.0,2.173e-08,68450.0,73.96
993000,960.7,0.3304,0.000644,7722.0,721400.0,2.0939999999999998e-08,68390.0,73.02
994000,960.7,0.322,0.0006253999999999999,7609.0,718700.0,2.019e-08,68320.0,72.08
995000,960.7,0.3138,0.0006072,7498.0,716100.0,1.946e-08,68260.0,71.16
996000,960.7,0.3059,0.0005897000000000001,7389.0,713500.0,1.875e-08,68200.0,70.25
997000,960.7,0.2981,0.0005726,7281.0,710900.0,1.808e-08,68140.0,69.35
998000,960.7,0.2905,0.000556,7175.0,708300.0,1.743e-08,68070.0,68.47
999000,960.7,0.2832,0.0005399,7070.0,705700.0,1.6799999999999998e-08,68010.0,67.59
